ID,CHURN
795,"F"
796,"T"
797,"F"
798,"T"
800,"T"
801,"T"
802,"F"
803,"T"
807,"T"
810,"T"
814,"F"
816,"T"
817,"T"
818,"T"
820,"T"
821,"T"
822,"T"
824,"F"
825,"F"
827,"T"
829,"T"
830,"T"
832,"F"
834,"T"
838,"T"
840,"F"
841,"T"
843,"T"
844,"T"
845,"F"
846,"T"
847,"F"
848,"F"
849,"T"
850,"F"
851,"F"
853,"T"
855,"F"
857,"F"
858,"F"
861,"T"
862,"F"
863,"F"
865,"F"
866,"F"
867,"T"
868,"T"
870,"F"
872,"F"
873,"F"
875,"F"
878,"F"
882,"F"
884,"T"
886,"T"
887,"F"
889,"F"
891,"F"
894,"F"
895,"F"
896,"T"
897,"F"
898,"F"
900,"F"
901,"F"
903,"T"
904,"F"
906,"F"
910,"T"
913,"F"
916,"T"
917,"T"
919,"F"
920,"F"
926,"F"
930,"F"
931,"T"
933,"T"
934,"F"
935,"T"
936,"F"
938,"F"
939,"F"
940,"T"
941,"F"
943,"T"
948,"F"
950,"T"
951,"T"
952,"T"
953,"T"
954,"T"
955,"T"
956,"T"
957,"T"
958,"T"
962,"F"
967,"F"
968,"F"
970,"T"
972,"F"
973,"T"
974,"T"
975,"T"
976,"F"
977,"F"
978,"F"
979,"F"
980,"F"
981,"F"
982,"T"
983,"F"
984,"T"
985,"F"
986,"F"
987,"F"
988,"T"
989,"F"
990,"T"
991,"F"
993,"F"
996,"T"
1000,"F"
1003,"F"
1004,"F"
1005,"F"
1006,"T"
1007,"F"
1008,"F"
1009,"F"
1010,"F"
1011,"F"
1012,"F"
1016,"T"
1017,"F"
1018,"F"
1020,"T"
1021,"T"
1022,"F"
1023,"F"
1025,"T"
1030,"F"
1032,"F"
1035,"F"
1038,"F"
1041,"F"
1042,"F"
1045,"F"
1046,"F"
1047,"F"
1048,"F"
1053,"T"
1059,"F"
1060,"T"
1061,"T"
1062,"T"
1064,"T"
1066,"F"
1069,"T"
1072,"T"
1073,"F"
1076,"T"
1077,"F"
1078,"T"
1079,"F"
1084,"T"
1085,"T"
1086,"F"
1087,"T"
1089,"T"
1092,"T"
1095,"F"
1097,"F"
1098,"F"
1099,"F"
1101,"T"
1103,"T"
1104,"F"
1105,"T"
1107,"T"
1108,"F"
1110,"F"
1111,"T"
1112,"F"
1113,"F"
1114,"T"
1116,"T"
1118,"T"
1119,"F"
1120,"T"
1127,"F"
1128,"T"
1132,"T"
1133,"T"
1134,"F"
1135,"T"
1138,"T"
1141,"F"
1144,"F"
1145,"T"
1148,"F"
1151,"T"
1157,"F"
1159,"T"
1160,"F"
1162,"F"
1163,"F"
1164,"T"
1166,"F"
1171,"F"
1172,"F"
1178,"T"
1182,"F"
1184,"F"
1185,"F"
1190,"T"
1193,"T"
1198,"T"
1202,"F"
1204,"T"
1205,"F"
1206,"T"
1214,"F"
1215,"T"
1216,"T"
1218,"F"
1219,"T"
1222,"T"
1225,"T"
1226,"F"
1227,"F"
1229,"T"
1230,"F"
1231,"F"
1233,"F"
1237,"T"
1238,"F"
1239,"F"
1242,"F"
1243,"T"
1244,"F"
1245,"F"
1246,"T"
1248,"F"
1249,"F"
1252,"F"
1253,"F"
1255,"F"
1256,"F"
1257,"F"
1258,"F"
1260,"T"
1261,"F"
1262,"F"
1263,"T"
1264,"F"
1265,"F"
1266,"F"
1267,"F"
1268,"F"
1270,"F"
1271,"T"
1273,"F"
1274,"F"
1275,"F"
1276,"F"
1277,"F"
1278,"F"
1279,"T"
1280,"F"
1281,"F"
1282,"F"
1283,"F"
1284,"F"
1285,"F"
1286,"F"
1287,"F"
1288,"F"
1289,"F"
1290,"T"
1291,"F"
1292,"F"
1293,"F"
1294,"F"
1296,"F"
1297,"T"
1298,"F"
1299,"F"
1300,"F"
1301,"T"
1302,"T"
1303,"F"
1304,"T"
1305,"F"
1306,"T"
1307,"F"
1308,"T"
1309,"F"
1310,"T"
1311,"F"
1312,"T"
1313,"T"
1314,"T"
1315,"T"
1316,"F"
1317,"T"
1318,"F"
1319,"T"
1320,"F"
1321,"F"
1322,"T"
1323,"T"
1324,"F"
1325,"T"
1326,"F"
1327,"F"
1328,"T"
1329,"T"
1330,"T"
1331,"T"
1332,"T"
1333,"T"
1334,"T"
1335,"T"
1336,"F"
1337,"F"
1339,"T"
1341,"T"
1342,"T"
1344,"F"
1346,"T"
1350,"T"
1352,"F"
1353,"T"
1355,"F"
1356,"T"
1357,"F"
1358,"T"
1359,"F"
1360,"F"
1361,"T"
1362,"F"
1363,"F"
1365,"T"
1367,"F"
1369,"F"
1370,"F"
1373,"T"
1374,"F"
1375,"F"
1377,"F"
1378,"F"
1379,"T"
1380,"T"
1382,"F"
1384,"F"
1385,"T"
1387,"F"
1394,"F"
1396,"T"
1398,"T"
1399,"F"
1401,"F"
1403,"F"
1406,"F"
1407,"F"
1408,"T"
1409,"F"
1410,"F"
1412,"F"
1413,"F"
1415,"T"
1416,"F"
1418,"F"
1422,"T"
1425,"F"
1428,"T"
1429,"F"
1431,"F"
1432,"F"
1438,"F"
1442,"F"
1443,"T"
1445,"T"
1446,"F"
1447,"T"
1448,"F"
1450,"F"
1451,"F"
1452,"T"
1453,"F"
1455,"T"
1460,"F"
1462,"T"
1463,"T"
1464,"T"
1465,"T"
1466,"T"
1467,"T"
1468,"F"
1469,"T"
1470,"T"
1474,"F"
1479,"F"
1480,"F"
1482,"T"
1484,"F"
1485,"T"
1486,"T"
1487,"T"
1488,"F"
1489,"F"
1490,"F"
1491,"F"
1492,"F"
1493,"F"
1494,"T"
1495,"F"
1496,"T"
1497,"F"
1498,"F"
1499,"T"
1500,"T"
1501,"F"
1502,"T"
1503,"F"
1505,"F"
1508,"T"
1512,"F"
1515,"F"
1516,"F"
1517,"F"
1518,"T"
1519,"F"
1521,"F"
1522,"F"
1523,"F"
1524,"F"
1528,"T"
1529,"F"
1530,"F"
1532,"T"
1533,"T"
1534,"F"
1537,"T"
1539,"F"
1542,"F"
1544,"F"
1545,"F"
1547,"F"
1550,"F"
1553,"F"
1554,"F"
1557,"F"
1558,"F"
1559,"F"
1560,"F"
1565,"T"
1571,"T"
1572,"T"
1573,"T"
1574,"T"
1576,"T"
1578,"F"
1581,"T"
1584,"T"
1588,"T"
1589,"F"
1590,"T"
1591,"F"
1596,"T"
1597,"T"
1598,"F"
1599,"T"
1601,"T"
1604,"T"
1607,"F"
1609,"F"
1610,"F"
1611,"F"
1613,"T"
1615,"T"
1616,"F"
1617,"T"
1619,"T"
1620,"F"
1622,"F"
1623,"F"
1625,"T"
1626,"T"
1628,"T"
1630,"T"
1631,"F"
1632,"T"
1639,"F"
1640,"T"
1644,"T"
1645,"T"
1646,"F"
1647,"T"
1650,"T"
1653,"F"
1656,"F"
1657,"T"
1660,"F"
1663,"T"
1669,"F"
1671,"T"
1672,"F"
1674,"F"
1675,"F"
1676,"T"
1677,"F"
1678,"F"
1680,"F"
1684,"F"
1690,"T"
1694,"F"
1696,"F"
1697,"F"
1702,"T"
1705,"T"
1710,"T"
1714,"F"
1716,"T"
1717,"F"
1718,"T"
1726,"F"
1727,"T"
1728,"T"
1730,"F"
1731,"T"
1734,"T"
1737,"T"
1739,"F"
1741,"F"
1742,"F"
1743,"F"
1745,"F"
1749,"T"
1750,"F"
1751,"F"
1754,"F"
1755,"T"
1756,"F"
1757,"F"
1758,"T"
1760,"T"
1764,"F"
1765,"F"
1767,"F"
1768,"F"
1769,"F"
1770,"F"
1772,"T"
1773,"F"
1774,"F"
1775,"T"
1776,"F"
1777,"F"
1778,"F"
1779,"F"
1780,"F"
1782,"F"
1783,"T"
1785,"F"
1786,"F"
1788,"F"
1790,"F"
1791,"T"
1796,"F"
1797,"F"
1799,"F"
1801,"F"
1802,"T"
1803,"F"
1806,"F"
1808,"F"
1809,"T"
1812,"F"
1815,"F"
1816,"T"
1817,"F"
1820,"T"
1821,"F"
1822,"T"
1824,"F"
1825,"T"
1826,"T"
1827,"F"
1831,"T"
1834,"T"
1838,"F"
1840,"T"
1841,"T"
1842,"T"
1844,"T"
1845,"T"
1846,"T"
1848,"F"
1849,"F"
1851,"T"
1853,"T"
1854,"T"
1856,"F"
1858,"T"
1862,"T"
1863,"F"
1865,"T"
1867,"T"
1868,"T"
1869,"F"
1870,"T"
1871,"F"
1872,"F"
1873,"T"
1875,"F"
1879,"F"
1882,"F"
1885,"T"
1886,"F"
1887,"F"
1890,"F"
1891,"T"
1892,"T"
1894,"F"
1896,"F"
1897,"T"
1899,"F"
1902,"F"
1906,"F"
1908,"T"
1910,"T"
1911,"F"
1913,"F"
1915,"F"
1918,"F"
1919,"T"
1922,"F"
1924,"F"
1925,"F"
1927,"T"
1928,"F"
1930,"F"
1934,"T"
1937,"F"
1940,"T"
1941,"T"
1943,"F"
1944,"F"
1950,"F"
1954,"F"
1955,"T"
1957,"T"
1958,"F"
1959,"T"
1960,"F"
1962,"F"
1963,"F"
1964,"T"
1965,"F"
1967,"T"
1972,"F"
1974,"T"
1975,"F"
1976,"T"
1977,"T"
1978,"T"
1979,"T"
1980,"F"
1981,"T"
1982,"T"
1986,"F"
1991,"F"
1992,"F"
1994,"T"
1996,"F"
1997,"T"
1998,"T"
1999,"T"
2000,"F"
2001,"F"
2002,"F"
2003,"F"
2004,"F"
2005,"F"
2006,"T"
2007,"F"
2008,"T"
2009,"F"
2010,"T"
2011,"F"
2012,"T"
2013,"F"
2014,"T"
2015,"F"
2017,"F"
2020,"T"
2024,"F"
2027,"F"
2028,"F"
2029,"F"
2030,"T"
2031,"F"
2032,"F"
2033,"F"
2034,"F"
2035,"F"
2036,"F"
2040,"T"
2041,"F"
2042,"F"
2044,"T"
2045,"T"
2046,"F"
2050,"T"
2052,"F"
2056,"F"
2057,"F"
2060,"F"
2061,"F"
2062,"F"
2063,"F"
2064,"T"
2068,"T"
2071,"T"
2073,"F"
2078,"T"
2082,"T"
2083,"T"
2084,"F"
2085,"T"
2087,"T"
2090,"F"
2093,"F"
2094,"T"
2097,"F"
2098,"T"
2101,"F"
2102,"F"
2104,"F"
2106,"F"
2109,"F"
2114,"F"
2117,"T"
2119,"T"
2122,"F"
2123,"T"
2124,"F"
2131,"F"
2132,"T"
2134,"T"
2135,"F"
2136,"F"
2140,"F"
2141,"F"
2144,"F"
2145,"F"
2146,"F"
2147,"T"
2148,"F"
2149,"F"
2150,"F"
2151,"F"
2153,"F"
2154,"T"
2155,"F"
2158,"T"
2159,"F"
2162,"T"
2165,"T"
2167,"F"
2168,"F"
2169,"T"
2173,"F"
2174,"T"
2175,"F"
2176,"T"
2181,"F"
2182,"T"
2183,"F"
2184,"F"
2185,"F"
2186,"F"
2188,"T"
2189,"F"
2191,"F"
2195,"T"
2198,"F"
2201,"T"
2202,"T"
2204,"F"
2205,"F"
2207,"F"
2211,"F"
2215,"F"
2216,"F"
2217,"T"
2218,"F"
2220,"F"
2221,"F"
2222,"T"
2223,"F"
2225,"T"
2230,"F"
2232,"T"
2233,"F"
2234,"T"
2235,"T"
2236,"T"
2237,"T"
2238,"F"
2239,"T"
2240,"T"
2243,"F"
2247,"F"
2248,"F"
2251,"T"
2252,"F"
2253,"F"
2254,"F"
2255,"F"
2256,"F"
2257,"T"
2258,"T"
2259,"T"
2260,"F"
2261,"T"
2262,"F"
2264,"F"
2267,"T"
2270,"F"
2273,"F"
2274,"F"
2275,"F"
2276,"T"
2277,"F"
2279,"F"
2280,"F"
2281,"F"
2282,"F"
2285,"T"
2286,"F"
2287,"F"
2289,"T"
2290,"T"
2291,"F"
2294,"T"
2300,"F"
2301,"F"
2304,"F"
2305,"F"
2306,"F"
2307,"F"
2308,"T"
2312,"T"
2315,"T"
2317,"F"
2322,"T"
2326,"T"
2327,"T"
2328,"T"
2329,"T"
2331,"T"
2334,"F"
2337,"F"
2338,"T"
2341,"F"
2342,"T"
2347,"T"
2351,"T"
2352,"T"
2353,"T"
2354,"T"
2356,"T"
2359,"F"
2362,"F"
2363,"T"
2366,"F"
2367,"T"
2371,"F"
2372,"F"
2373,"F"
2377,"F"
2378,"F"
2383,"F"
2386,"T"
2388,"T"
2391,"F"
2392,"T"
2393,"F"
2400,"F"
2401,"T"
2403,"T"
2404,"F"
2405,"F"
2409,"F"
2410,"F"
2413,"F"
2414,"F"
2415,"F"
2416,"T"
2417,"F"
2418,"F"
2419,"F"
2420,"F"
2422,"F"
2423,"T"
2424,"F"
2427,"T"
2428,"F"
2429,"F"
2431,"T"
2434,"T"
2436,"F"
2437,"F"
2438,"T"
2442,"F"
2443,"T"
2444,"F"
2445,"T"
2451,"T"
2452,"F"
2454,"F"
2455,"F"
2457,"T"
2458,"F"
2460,"F"
2464,"T"
2467,"F"
2470,"T"
2471,"F"
2473,"F"
2474,"F"
2480,"F"
2484,"F"
2485,"F"
2486,"T"
2487,"F"
2489,"F"
2490,"F"
2491,"T"
2492,"F"
2494,"T"
2499,"F"
2501,"T"
2502,"F"
2503,"T"
2504,"T"
2505,"T"
2506,"T"
2507,"F"
2508,"T"
2509,"T"
2512,"F"
2516,"F"
2517,"F"
2520,"T"
2526,"F"
2527,"F"
2528,"T"
2529,"T"
2530,"T"
2531,"F"
2533,"F"
2536,"T"
2539,"F"
2542,"F"
2543,"F"
2544,"F"
2545,"T"
2546,"F"
2548,"F"
2549,"F"
2550,"F"
2551,"F"
2554,"T"
2555,"F"
2556,"F"
2558,"T"
2559,"T"
2560,"F"
2563,"T"
2565,"F"
2569,"F"
2570,"F"
2573,"F"
2574,"F"
2575,"F"
2576,"F"
2577,"T"
2581,"T"
2584,"T"
2586,"F"
2591,"T"
2595,"T"
2596,"T"
2597,"T"
2598,"T"
2599,"F"
2600,"T"
2601,"F"
2602,"F"
2603,"F"
2604,"F"
2605,"F"
2606,"F"
2607,"T"
2608,"F"
2609,"F"
2610,"F"
2611,"T"
2612,"F"
2613,"F"
2615,"F"
2616,"F"
2617,"F"
2618,"F"
2619,"F"
2620,"F"
2621,"F"
2622,"F"
2623,"F"
2624,"F"
2627,"F"
2630,"T"
2632,"T"
2635,"F"
2636,"T"
2637,"F"
2644,"F"
2645,"T"
2647,"T"
2648,"F"
2649,"F"
2653,"F"
2654,"F"
2657,"F"
2658,"F"
2659,"F"
2660,"T"
2661,"F"
2662,"F"
2663,"F"
2664,"F"
2666,"F"
2667,"F"
2668,"F"
2671,"T"
2672,"F"
2673,"F"
2675,"T"
2678,"T"
2680,"F"
2681,"F"
2682,"T"
2685,"F"
2687,"T"
2688,"F"
2689,"T"
2695,"T"
2696,"F"
2698,"F"
2699,"F"
2701,"T"
2702,"F"
2704,"F"
2708,"T"
2711,"F"
2714,"T"
2715,"F"
2717,"F"
2718,"F"
2720,"F"
2724,"F"
2728,"F"
2729,"F"
2730,"T"
2731,"F"
2733,"F"
2734,"F"
2735,"F"
2736,"F"
2738,"T"
2743,"F"
2745,"T"
2746,"F"
2747,"T"
2748,"T"
2749,"T"
2750,"T"
2751,"F"
2752,"T"
2753,"T"
2756,"F"
2760,"F"
2761,"F"
2764,"T"
2770,"F"
2771,"T"
2772,"T"
2773,"F"
2774,"T"
2775,"F"
2777,"F"
2780,"T"
2783,"F"
2786,"F"
2787,"F"
2788,"F"
2789,"T"
2790,"F"
2792,"F"
2793,"F"
2794,"F"
2795,"F"
2798,"T"
2799,"F"
2800,"F"
2802,"T"
2803,"T"
2804,"F"
2807,"T"
2813,"F"
2814,"F"
2817,"F"
2818,"F"
2819,"F"
2820,"F"
2821,"T"
2825,"T"
2827,"T"
2829,"F"
2833,"F"
2834,"F"
2837,"F"
2838,"F"
2839,"F"
2840,"F"
2841,"T"
2845,"T"
2848,"T"
2850,"F"
2851,"T"
2852,"T"
2853,"T"
2854,"T"
2855,"T"
2856,"T"
2857,"T"
2858,"T"
2859,"T"
2860,"T"
2861,"T"
2862,"T"
2863,"T"
2864,"T"
2865,"T"
2866,"T"
2867,"F"
2868,"T"
2870,"F"
2871,"T"
2874,"F"
2875,"T"
2879,"F"
2881,"F"
2886,"F"
2891,"F"
2894,"T"
2896,"T"
2899,"F"
2900,"T"
2901,"F"
2908,"F"
2909,"T"
2911,"T"
2912,"F"
2913,"F"
2917,"F"
2918,"F"
2921,"F"
2922,"F"
2923,"F"
2924,"F"
2925,"F"
2926,"F"
2927,"F"
2928,"F"
2930,"F"
2931,"F"
2932,"F"
2935,"T"
2936,"F"
2937,"F"
2939,"T"
2942,"T"
2944,"F"
2945,"F"
2946,"T"
2951,"T"
2952,"F"
2953,"T"
2959,"T"
2960,"F"
2962,"F"
2963,"F"
2965,"T"
2966,"F"
2968,"F"
2972,"T"
2975,"F"
2978,"T"
2979,"F"
2981,"F"
2982,"F"
2984,"F"
2988,"F"
2992,"F"
2993,"F"
2994,"T"
2995,"F"
2997,"F"
2998,"F"
2999,"T"
3000,"F"
3002,"T"
3007,"F"
3009,"T"
3010,"F"
3011,"T"
3012,"T"
3013,"T"
3014,"T"
3015,"F"
3016,"T"
3017,"T"
3020,"F"
3024,"F"
3025,"F"
3028,"T"
3034,"F"
3035,"F"
3036,"T"
3037,"F"
3038,"T"
3039,"F"
3041,"F"
3044,"T"
3047,"F"
3050,"F"
3051,"F"
3052,"F"
3053,"T"
3054,"F"
3056,"F"
3057,"F"
3058,"F"
3059,"F"
3062,"T"
3063,"F"
3064,"F"
3066,"F"
3067,"T"
3068,"F"
3071,"T"
3077,"F"
3078,"F"
3081,"F"
3082,"F"
3083,"F"
3084,"F"
3085,"T"
3089,"T"
3092,"T"
3094,"F"
3099,"T"
3103,"T"
3104,"T"
3105,"T"
3106,"T"
3108,"T"
3111,"F"
3114,"F"
3115,"T"
3118,"F"
3119,"T"
3123,"F"
3125,"F"
3130,"F"
3135,"F"
3138,"T"
3140,"T"
3143,"F"
3144,"T"
3145,"F"
3152,"F"
3153,"T"
3155,"T"
3156,"F"
3157,"F"
3158,"F"
3161,"F"
3162,"F"
3165,"F"
3166,"F"
3167,"F"
3168,"F"
3169,"T"
3170,"F"
3171,"F"
3172,"F"
3174,"F"
3175,"T"
3176,"F"
3177,"F"
3179,"T"
3180,"F"
3183,"T"
3186,"T"
3188,"F"
3189,"F"
3190,"T"
3194,"F"
3195,"T"
3196,"F"
3197,"T"
3204,"F"
3206,"F"
3207,"F"
3209,"T"
3210,"F"
3212,"F"
3216,"T"
3219,"F"
3222,"T"
3223,"T"
3225,"F"
3226,"F"
3228,"F"
3232,"F"
3236,"F"
3237,"F"
3239,"F"
3241,"F"
3242,"F"
3243,"T"
3244,"F"
3251,"F"
3253,"T"
3254,"F"
3259,"F"
3261,"T"
3264,"F"
3268,"F"
3269,"F"
3272,"T"
3278,"T"
3279,"F"
3280,"T"
3281,"T"
3282,"T"
3283,"F"
3285,"F"
3288,"T"
3291,"F"
3294,"F"
3295,"F"
3296,"F"
3297,"T"
3298,"F"
3300,"F"
3301,"F"
3302,"F"
3303,"F"
3306,"T"
3307,"T"
3308,"T"
3310,"F"
3311,"T"
3312,"F"
3315,"T"
3317,"F"
3321,"F"
3322,"F"
3325,"F"
3326,"F"
3327,"F"
3328,"F"
3329,"T"
3333,"T"
3336,"T"
3338,"F"
3343,"T"
3347,"T"
3348,"T"
3349,"T"
3350,"T"
3352,"T"
3355,"F"
3358,"F"
3359,"T"
3362,"F"
3363,"T"
3367,"F"
3369,"F"
3374,"F"
3379,"F"
3382,"T"
3384,"T"
3387,"F"
3388,"T"
3389,"F"
3396,"F"
3397,"T"
3399,"T"
3400,"F"
3401,"F"
3402,"F"
3405,"F"
3406,"F"
3409,"F"
3410,"F"
3411,"T"
3412,"F"
3413,"T"
3414,"F"
3415,"F"
3416,"F"
3418,"F"
3419,"T"
3420,"F"
3423,"T"
3424,"F"
3425,"F"
3427,"T"
3430,"T"
3432,"F"
3433,"F"
3434,"T"
3438,"F"
3439,"T"
3440,"F"
3441,"T"
3448,"F"
3450,"F"
3451,"F"
3453,"T"
3454,"F"
3456,"F"
3460,"T"
3463,"F"
3466,"T"
3467,"F"
3469,"F"
3470,"F"
3476,"F"
3480,"F"
3481,"F"
3483,"F"
3485,"F"
3486,"F"
3487,"T"
3488,"F"
3495,"F"
3497,"T"
3498,"F"
3503,"F"
3505,"T"
3508,"F"
3512,"F"
3513,"F"
3516,"T"
3522,"F"
3523,"T"
3524,"T"
3525,"T"
3526,"T"
3527,"F"
3529,"F"
3532,"T"
3535,"F"
3538,"F"
3539,"F"
3540,"F"
3541,"T"
3542,"F"
3544,"F"
3545,"F"
3546,"F"
3547,"F"
3550,"T"
3551,"T"
3552,"T"
3554,"T"
3555,"T"
3556,"F"
3559,"T"
3565,"F"
3566,"F"
3569,"F"
3570,"F"
3571,"F"
3572,"F"
3573,"T"
3577,"T"
3580,"T"
3582,"F"
3587,"T"
3591,"T"
3592,"T"
3593,"T"
3594,"T"
3596,"T"
3599,"F"
3602,"F"
3603,"T"
3606,"F"
3607,"T"
3611,"F"
3613,"F"
3618,"F"
3623,"F"
3626,"T"
3628,"T"
3631,"F"
3632,"T"
3633,"F"
3640,"F"
3641,"T"
3643,"T"
3644,"F"
3645,"F"
3649,"F"
3650,"F"
3653,"F"
3654,"F"
3655,"T"
3656,"F"
3657,"T"
3658,"F"
3659,"F"
3660,"F"
3662,"F"
3663,"T"
3664,"F"
3667,"T"
3668,"F"
3671,"T"
3672,"T"
3673,"T"
3674,"T"
3675,"T"
3676,"F"
3677,"F"
3678,"T"
3679,"T"
3680,"T"
3681,"T"
3682,"F"
3683,"T"
3684,"F"
3685,"T"
3686,"T"
3687,"T"
3688,"T"
3689,"T"
3690,"F"
3692,"F"
3694,"F"
3695,"F"
3696,"T"
3697,"T"
3698,"F"
3699,"T"
3700,"F"
3701,"T"
3702,"T"
3703,"T"
3704,"T"
3705,"F"
3706,"T"
3707,"F"
3708,"T"
3709,"T"
3710,"T"
3711,"F"
3712,"T"
3713,"F"
3714,"F"
3715,"T"
3716,"T"
3717,"T"
3718,"T"
3719,"T"
3720,"F"
3721,"T"
3722,"T"
3723,"T"
3724,"F"
3725,"F"
3727,"F"
3728,"T"
3729,"F"
3730,"F"
3731,"T"
3732,"F"
3739,"F"
3741,"T"
3742,"F"
3747,"F"
3749,"T"
3752,"F"
3756,"F"
3757,"F"
3760,"T"
3766,"T"
3767,"F"
3768,"T"
3769,"F"
3770,"T"
3771,"F"
3773,"F"
3776,"T"
3779,"F"
3782,"F"
3783,"F"
3784,"F"
3785,"T"
3786,"F"
3788,"F"
3789,"F"
3790,"F"
3791,"F"
3794,"T"
3795,"T"
3796,"T"
3798,"F"
3799,"T"
3800,"F"
3801,"F"
3803,"F"
3805,"F"
3806,"F"
3808,"F"
3811,"F"
3821,"T"
3822,"T"
3823,"T"
3824,"T"
3825,"T"
